Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Specialties,Credentials,Services,Firm Type,Minimum Investment,Fee Structure,Fiduciary,SEC Registered,Rating,Review Count,Status,Date Added,Latitude,Longitude,Year Established,Languages
Financial Services & Investment Strategies Group - Raymond James,financial-services-investment-strategies-group-raymond-james-mountain-home-ar,"Financial Services & Investment Strategies Group - Raymond James is an investment advisory firm in Mountain Home, Arkansas. Services include Retirement Planning. The firm specializes in Small Business. Its advisors hold CLU credentials. The office has a wheelchair-accessible entrance.",1216 Hwy 62 E,Mountain Home,Arkansas,72653,(870) 701-5160,https://www.raymondjames.com/fsisgroup,"https://www.google.com/maps/place/Financial+Services+%26+Investment+Strategies+Group+-+Raymond+James/@36.3502928,-92.3659248,14z/data=!4m8!1m2!2m1!1sFinancial+Services+%26+Investment+Strategies+Group+-+Raymond+James!3m4!1s0x87d1dbb8a4244d35:0x34e19ed6f1b7f1c9!8m2!3d36.3502928!4d-92.3659248",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jqas2lXJT_Y2MguT-pJfVA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=167.88034&pitch=0&thumbfov=100,,"Retirement Planning,Small Business",CLU,Retirement Planning,,,,,,,,Active,4/19/2026,36.3502928,-92.3659248,,English
Advanced Wealth Financial Inc,advanced-wealth-financial-inc-russellville-ar,"Advanced Wealth Financial Inc, based in Russellville, Arkansas, is led by financial advisor Vikki Johnson, who has worked in the industry since 1989 and holds securities licenses (Series 7, 24, 63, 65) and insurance licenses. The firm provides goals-based financial planning and related services, emphasizing a client-centered approach that adapts to life changes and incorporates client values into planning. Johnson and her team conduct financial analysis and develop customized plans designed to evolve with clients' circumstances over time.",620 E Main St,Russellville,Arkansas,72801,(479) 880-7788,https://www.awfrussellville.com/,"https://www.google.com/maps/place/Advanced+Wealth+Financial+Inc/@35.2781977,-93.12536159999999,14z/data=!4m8!1m2!2m1!1sAdvanced+Wealth+Financial+Inc!3m4!1s0x87cc536e62afafbd:0x77b04598f006b75a!8m2!3d35.2781977!4d-93.12536159999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0CM48n6umBEtO0Bb1QAcvBQnxAH8Vab45j1qm5F4ZGAShHJkp2HUpnlLjUFxETzTA3zt_xLc_u997isNSWnp-mGPZ7f-l59CWdOSo0SskvxKx-gDYlSpCGxc2XMl7dJXeiDHqYw=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed",,,,,,,,,1.0,1,Active,4/19/2026,35.2781977,-93.1253616,,English
Creative Planning,creative-planning-el-dorado-hills-ca,"Creative Planning is an investment advisory firm in El Dorado Hills, California. Services include Estate Planning, Financial Planning, Insurance Analysis, and Investment Management. The office has a wheelchair-accessible entrance. The office is open daily.",4364 Town Center Blvd Suite 315,El Dorado Hills,California,95762,(866) 273-2848,https://creativeplanning.com/locations/sacramento-area/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic%26utm_campaign%3Deldoradohills,"https://www.google.com/maps/place/Creative+Planning/@38.6504808,-121.0654646,14z/data=!4m8!1m2!2m1!1sCreative+Planning!3m4!1s0x809afb9b205b3b05:0xce7fbb048a2ca058!8m2!3d38.6504808!4d-121.0654646",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XxtnlmfnHA5o3qGLfBIJUA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=50.586346&pitch=0&thumbfov=100,Daily: Closed,Estate Planning,,"Estate Planning,Financial Planning,Insurance Analysis,Investment Management",,,,,,5.0,,Active,4/19/2026,38.6504808,-121.0654646,,English
Fitzwilliams Financial / Fitzwilliams Wealth Management,fitzwilliams-financial-fitzwilliams-wealth-management-chesapeake-va,"Fitzwilliams Financial is a financial advisory firm based in Chesapeake, Virginia, serving retirees and pre-retirees in Virginia and Florida. The firm provides wealth management, retirement planning, tax planning, estate planning, insurance planning, and business consulting services through a fiduciary approach. They operate on a holistic process called the Green Light Retirement Process, which integrates data gathering, analysis, plan development, implementation, and ongoing monitoring tailored to individual client circumstances.",860 Greenbrier Cir #101,Chesapeake,Virginia,23320,(757) 231-3313,https://www.fitzwilliamsfinancial.com/,"https://www.google.com/maps/place/Fitzwilliams+Financial+%2F+Fitzwilliams+Wealth+Management/@36.7878985,-76.232432,14z/data=!4m8!1m2!2m1!1sFitzwilliams+Financial+%2F+Fitzwilliams+Wealth+Management!3m4!1s0x89ba96476a266825:0x3497e90180260c63!8m2!3d36.7878985!4d-76.232432",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEMxtI6xLrvgY7TKYIv8HPz3Us8T_lXiouE6zCTZNB-ho-1_FENAwHD6YaNBLwrhAMsEQ6PP1FDO05zkZL4U-EqcyBnG6guRbwQnL5pRysIM0esUIdpEAKJQsYPfrLmHgu86vItA=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed","Estate Planning,Retirement Planning,Tax Strategy",,"Estate Planning,Financial Planning,Investment Management,Retirement Planning,Tax Planning",,,,,,4.6,22,Active,4/19/2026,36.7878985,-76.2324320,,English
Integrated Financial Partners,integrated-financial-partners-chesapeake-va,"Integrated Financial Partners is a fee-based financial planning and wealth management firm serving professionals, families, and business owners with a fiduciary obligation to clients. The firm offers coordinated financial planning across retirement readiness, investment placement, tax strategies, college savings, insurance analysis, and ongoing portfolio management, organized around a three-step process of discovery, strategy development, and execution. The Chesapeake, Virginia-based team works to understand clients' goals, time horizons, and risk tolerance to create personalized strategies aligned with each life stage.",555 Belaire Ave #140,Chesapeake,Virginia,23320,(757) 596-3276,https://www.ifp-chesapeake.com/,"https://www.google.com/maps/place/Integrated+Financial+Partners/@36.7681214,-76.2405448,14z/data=!4m8!1m2!2m1!1sIntegrated+Financial+Partners!3m4!1s0x89babd30a1f27003:0x50e76e747b11686!8m2!3d36.7681214!4d-76.2405448",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFLXjc-KIvVVHCgujqAU749ss3pXjxFanovDtfLRkKkJjmIpSM1B795Wmg8NggRyRXbC40gIcQ0Ykd7sULOHIOjG83pEwqmvTawDnzy5rjjZKEkiaXhsu6ERqxaH3JzDzzZnskLA=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",,,,,,,,,5.0,1,Active,4/19/2026,36.7681214,-76.2405448,,English
CLP Financial Group,clp-financial-group-chesapeake-va,"CLP Financial Group is a wealth management firm in Chesapeake, Virginia offering estate planning and financial planning services. The firm's advisors hold membership in the National Association of Certified Financial Fiduciaries and employ a three-bucket asset segmentation philosophy designed to address retirement risks. With over 70 years of combined team experience, the firm works with clients across various life stages and maintains an A+ Better Business Bureau rating.",501 Independence Pkwy Ste 350,Chesapeake,Virginia,23320,(757) 366-5242,https://www.clpfinancial.com/,"https://www.google.com/maps/place/CLP+Financial+Group/@36.762043,-76.2574097,14z/data=!4m8!1m2!2m1!1sCLP+Financial+Group!3m4!1s0x89babcf4032712bd:0x2d55a8e80cf342ac!8m2!3d36.762043!4d-76.2574097",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG40slPSijMQdGjS-AupDKMhqkGVnGCf3odfdwqT9Rhgeo-MkejOnUpuPeynMTHKjq_aR1XKkL8tJCZRYugHs9pXJnT0tlRlZo6b2DMN6BvS73M8WgmtE6FkFJ5i2eBNMLuKyc3=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",Estate Planning,,"Estate Planning,Financial Planning",,,,,,3.9,18,Active,4/19/2026,36.7620430,-76.2574097,,English
"Firefly Wealth Management, LLC.",firefly-wealth-management-llc-cleveland-oh,"Firefly Wealth Management is a fee-only fiduciary firm in Cleveland, Ohio founded by Joshua F. Levine, CFP, serving attorneys and lawyers. The firm provides financial planning, investment management, estate planning coordination, and HR benefits advisory tailored to legal professionals navigating variable compensation, retirement benefits, and complex financial situations. It charges either a percentage of assets under management or flat fees (financial plans range from $5,000–$15,000), maintains no custody of client funds, and does not sell proprietary products.",1468 W 9th St Suite #100,Cleveland,Ohio,44113,(216) 285-1140,https://www.fireflywealthmanagement.com/%3Futm_campaign%3Dgmb,"https://www.google.com/maps/place/Firefly+Wealth+Management%2C+LLC./@41.4971915,-81.69923949999999,14z/data=!4m8!1m2!2m1!1sFirefly+Wealth+Management%2C+LLC.!3m4!1s0x8830f12c8d7eda49:0xe7a22593b24134b2!8m2!3d41.4971915!4d-81.69923949999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9CPnAYe7VpOZN4zgXzW-lw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=224.6024&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-8:30PM, Tuesday: 8:30AM-8:30PM, Wednesday: 8:30AM-8:30PM, Thursday: 8:30AM-8:30PM, Friday: 8:30AM-8:30PM, Saturday: 10:30AM-3PM","Investment Management,Wealth Management",,Financial Planning,,,,,,5.0,1,Active,4/19/2026,41.4971915,-81.6992395,,English
Fruitful Life Adv Gr,fruitful-life-adv-gr-cleveland-oh,"Fruitful Life Adv Gr is an investment advisory firm in Cleveland, Ohio. The office is open five days a week. It holds a 5-star rating from 1 Google review.",5634 Broadway Ave,Cleveland,Ohio,44127,(440) 746-0963,https://hope4yourmoney.com/flag/,"https://www.google.com/maps/place/Fruitful+Life+Adv+Gr/@41.466353399999996,-81.65122459999999,14z/data=!4m8!1m2!2m1!1sFruitful+Life+Adv+Gr!3m4!1s0x8830fb2931a6489f:0xeb2224791cc1eb63!8m2!3d41.466353399999996!4d-81.65122459999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m-XJbFCu-YNOcvBgd1YA2g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=115.57166&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5AM, Tuesday: 8:30AM-5AM, Wednesday: 8:30AM-5AM, Thursday: 8:30AM-5AM, Friday: 8:30AM-5AM, Saturday: Closed",,,,,,,,,5.0,1,Active,4/19/2026,41.4663534,-81.6512246,,English
The WealthCare Group of Raymond James,the-wealthcare-group-of-raymond-james-beachwood-oh,"The WealthCare Group of Raymond James is an investment advisory firm in Beachwood, Ohio. Services include Retirement Planning. The firm specializes in Small Business. Its advisors hold CLU credentials. The office has a wheelchair-accessible entrance.",3300 Enterprise Parkwy Ste 200,Beachwood,Ohio,44122,(216) 292-0165,https://www.raymondjames.com/TheWealthCareGroup,"https://www.google.com/maps/place/The+WealthCare+Group+of+Raymond+James/@41.4683342,-81.4953397,14z/data=!4m8!1m2!2m1!1sThe+WealthCare+Group+of+Raymond+James!3m4!1s0x883103c1e949b1c5:0x531046d403c40988!8m2!3d41.4683342!4d-81.4953397",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VXmMFS-RMdQfNFt1-kra1A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=278.87805&pitch=0&thumbfov=100,,"Retirement Planning,Small Business",CLU,Retirement Planning,,,,,,,,Active,4/19/2026,41.4683342,-81.4953397,,English
Lincoln Financial Group,lincoln-financial-group-el-paso-tx,"Lincoln Financial Group is an investment advisory firm in El Paso, Texas. Services include Financial Planning and Insurance Analysis. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 3 Google reviews.",4687 N Mesa St UNIT 200,El Paso,Texas,79912,(915) 543-5630,https://www.lfg.com/,"https://www.google.com/maps/place/Lincoln+Financial+Group/@31.8026195,-106.5101852,14z/data=!4m8!1m2!2m1!1sLincoln+Financial+Group!3m4!1s0x86e75817acca90d5:0x17b73200505e100e!8m2!3d31.8026195!4d-106.5101852",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHix8HX6emzcVQx6qPqYdRujTEnJmgp3Y5BgQk_GCIsC-YtIm336ecdfzjG0ZGi9HeVb2js5j0v4NAJm-_Re443Pkdu4jGy_mTV-Nc1zntqlbmJ2HbgdYONN9G0WPHKfpe-7fYDyaTCiVPP=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-3PM, Saturday: Closed",,,"Financial Planning,Insurance Analysis",,,,,,5.0,3,Active,4/19/2026,31.8026195,-106.5101852,,English
"Spencer Chappell, CFP®",spencer-chappell-cfp-r-birmingham-al,"Spencer Chappell, CFP® is an investment advisory firm in Birmingham, Alabama. Services include Retirement Planning. The firm specializes in Small Business. Its advisors hold CFP and CLU credentials. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 20 Google reviews.",2900 US-280,Birmingham,Alabama,35223,(205) 802-4251,https://www.raymondjames.com/birmingham-al-branch/about-us/our-team/bio%3F_%3DSpencer.Chappell,"https://www.google.com/maps/place/Spencer+Chappell%2C+CFP%C2%AE/@33.4723441,-86.7666366,14z/data=!4m8!1m2!2m1!1sSpencer+Chappell%2C+CFP%C2%AE!3m4!1s0xa6e5e14f6f8afa7d:0x45422465a2068ada!8m2!3d33.4723441!4d-86.7666366",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdPJ9WRu0qXbK8bD9UEDhpG_DLjfF2HP_qzvR6N3jtoX9G3atf5KWz6elC8u2SPl1mTsC-w1yOknS97YXDWU38sgXT1FGvbcI63ebURPwrAhtJMxON9DddJTkQSRoBi01ZcSAS=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed","Retirement Planning,Small Business","CFP,CLU",Retirement Planning,,,,,,5.0,20,Active,4/19/2026,33.4723441,-86.7666366,,English
"Waverly Advisors, LLC",waverly-advisors-llc-birmingham-al,"Waverly Advisors is a wealth management firm in Birmingham, Alabama offering investment management, tax planning, estate planning, and financial planning services to private clients. The firm constructs customized portfolios using traditional and alternative asset classes, provides quarterly net-of-fee performance reporting against benchmarks, and delivers client access through a dedicated Wealth Management Dashboard. Advisors hold credentials including the Chartered Life Underwriter (CLU) designation and operate with a stated focus on independent counsel aligned solely to client interests.",600 University Park Pl #501,Birmingham,Alabama,35209,,https://waverly-advisors.com/,"https://www.google.com/maps/place/Waverly+Advisors%2C+LLC/@33.4588562,-86.79637489999999,14z/data=!4m8!1m2!2m1!1sWaverly+Advisors%2C+LLC!3m4!1s0x88891913d741d715:0x139dacbc314172ee!8m2!3d33.4588562!4d-86.79637489999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_CwqdVt2lQ-39Rv_09csDNS55I2-LRis8m8kOU82CmRPAsosJlMG8064A02m5H_IYDYdefmtVTqpED53wxTMEqpw5oNDorYm2L-a_Iavu5m-AFyXc7hPq11_SKCkNqyjhuKV7Lg=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-3PM, Saturday: Closed","Investment Management,Wealth Management",CLU,Investment Management,,,,,,5.0,1,Active,4/19/2026,33.4588562,-86.7963749,,English
Wealth Strategies LLC,wealth-strategies-llc-hoover-al,"Wealth Strategies LLC is a financial advisory firm based in Hoover, Alabama that uses the Riskalyze platform to help clients identify their risk profile through a quantitative assessment. The firm follows a three-stage approach: gathering information about client circumstances and objectives, developing a customized financial plan, and monitoring progress with periodic adjustments. Operating under principles of active client partnership, custom-tailored solutions, and independent advice, the firm emphasizes personalized relationship-building rather than standardized product offerings.",2100 Riverchase Center #408,Hoover,Alabama,35244,(205) 397-3333,https://www.wsllc.us/,"https://www.google.com/maps/place/Wealth+Strategies+LLC/@33.365217799999996,-86.78592789999999,14z/data=!4m8!1m2!2m1!1sWealth+Strategies+LLC!3m4!1s0x8889225a1e9b7abd:0xa89f00c41d7e51ab!8m2!3d33.365217799999996!4d-86.78592789999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z7yMkSxlFqSh85x7Ch9iEg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=9.648009&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-3:30PM, Saturday: Closed",,,,,,,,,5.0,3,Active,4/19/2026,33.3652178,-86.7859279,,English
SageSpring Wealth Partners - Will Scroggins Wealth Team,sagespring-wealth-partners-will-scroggins-wealth-team-homewood-al,"The Will Scroggins Wealth Team at SageSpring Wealth Partners is a three-advisor firm based in Homewood, Alabama that serves pre-retirees, retirees, and business owners. They provide investment management, tax planning, insurance planning, estate planning, and risk management services, with particular focus on coordinating these areas across a client's complete financial picture. The firm, founded in 2002, emphasizes a collaborative approach that involves working alongside clients' tax and legal professionals. President Jeff Dobyns holds CFP, CLU, and ChFC credentials.",600 University Park Pl Suite 350,Homewood,Alabama,35209,(205) 730-0044,https://www.sagespring.com/advisors/will-scroggins-wealth-team/,"https://www.google.com/maps/place/SageSpring+Wealth+Partners+-+Will+Scroggins+Wealth+Team/@33.4588562,-86.79637489999999,14z/data=!4m8!1m2!2m1!1sSageSpring+Wealth+Partners+-+Will+Scroggins+Wealth+Team!3m4!1s0x8889190b4b02a66b:0xb8d27db0d4689a00!8m2!3d33.4588562!4d-86.79637489999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwaMxxjJKXc8rY5b4e6Gj2yQb7BZoHY91MgbPGndxqi2xzOhEm7hphaC1BMAcZgLrXNdaK9apkptODeH6Fi3ddS9bfLjRDaNL4ypsbVowSb51JQZIG_XUAa4p0e5wCTvHWM-LZNSLdKhQm=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-4:30PM, Tuesday: 8AM-4:30PM, Wednesday: 8AM-4:30PM, Thursday: 8AM-4:30PM, Friday: 8AM-4:30PM, Saturday: Closed",,,Estate Planning,,,,,,5.0,24,Active,4/19/2026,33.4588562,-86.7963749,,English
Merrill Lynch Wealth Management,merrill-lynch-wealth-management-birmingham-al,"Merrill Lynch Wealth Management is a wirehouse firm in Birmingham, Alabama. Services include Financial Planning and Investment Management. The firm specializes in Wealth Management. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 4-star rating from 3 Google reviews.",569 Brookwood Village,Birmingham,Alabama,35209,(205) 326-9500,https://advisor.ml.com/sites/al/greater-al,"https://www.google.com/maps/place/Merrill+Lynch+Wealth+Management/@33.468492999999995,-86.7730338,14z/data=!4m8!1m2!2m1!1sMerrill+Lynch+Wealth+Management!3m4!1s0x88891b911ee781c7:0x436cf3c9dc855d31!8m2!3d33.468492999999995!4d-86.7730338",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nz-bLso8JJ3Urnp1R2owWg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=324.03745&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",Wirehouse,,,,,4.0,3,Active,4/19/2026,33.4684930,-86.7730338,,English
"Money Management Services, Inc.",money-management-services-inc-birmingham-al,"Money Management Services is an independent, fee-only registered investment adviser based in Birmingham, Alabama, serving individuals and business owners since 1992. The firm offers financial planning, investment management, and estate planning services, with estate planning as a stated specialty. Operating under fiduciary standards, the firm structures its advisory relationship around wealth management and life event planning.",3410 Independence Dr,Birmingham,Alabama,35209,(205) 871-7526,http://moneymanagementservice.com/,"https://www.google.com/maps/place/Money+Management+Services%2C+Inc./@33.4729254,-86.7865473,14z/data=!4m8!1m2!2m1!1sMoney+Management+Services%2C+Inc.!3m4!1s0x88891bd7b7fea87b:0xf2999c1a8d0dc304!8m2!3d33.4729254!4d-86.7865473",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCjbGF1B_XLGf--bP6Hfe6h_mAXIVrINEP8XeSKrHjAypo1-WQ8GSKd-F-yDrN4Z-j5M-BulYemjSCLEyGgR-EmLR1qEfE5Ui3RECJ0i_LMu5dFtAOat2EvaDzeEvadT95BlRc=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-3PM, Saturday: Closed",Estate Planning,,"Estate Planning,Financial Planning,Investment Management",,,,,,5.0,3,Active,4/19/2026,33.4729254,-86.7865473,,English
SageSpring Wealth Partners - Birmingham,sagespring-wealth-partners-birmingham-birmingham-al,"SageSpring Wealth Partners is a privately held financial advisory firm founded in 2002 and based in Birmingham, Alabama, offering estate planning and financial planning services. Led by President Jeff Dobyns (CFP®, CLU, ChFC), the firm uses a holistic planning process that begins with understanding client goals and culminates in customized wealth plans covering investments, retirement, taxes, and estate matters, with ongoing monitoring and periodic reviews. The firm is a long-standing participant in Dave Ramsey's SmartVestor program and emphasizes client-first principles, transparency, and debt-free financial independence.",600 University Park Pl Suite 350,Birmingham,Alabama,35209,(205) 730-0055,https://www.sagespring.com/,"https://www.google.com/maps/place/SageSpring+Wealth+Partners+-+Birmingham/@33.4588562,-86.79637489999999,14z/data=!4m8!1m2!2m1!1sSageSpring+Wealth+Partners+-+Birmingham!3m4!1s0x8889197e223d77df:0x26894f9ab46ba5ad!8m2!3d33.4588562!4d-86.79637489999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs9ww5qvT-maiFrwVXjZiiHwqxRo2PUxvSrmhUuzuk1gwvzy86GN64ze7a4CNrQ7WUso0KipYol2sPPuPS5tQ78GT_9xknfGFb3Bfn7RRkd_99-zLkz4M2lP3Q6gDPLRfWgcZuWTECqQLP=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed",,,"Estate Planning,Financial Planning",,,,,,5.0,1,Active,4/19/2026,33.4588562,-86.7963749,,English
Three Pillars Wealth Management,three-pillars-wealth-management-janesville-wi,"Three Pillars Wealth Management is an investment advisory firm in Janesville, Wisconsin. Services include Financial Planning. The firm specializes in Investment Management and Wealth Management. Service options include onsite meetings and online appointment booking. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week.",1 Parker Pl Suite 600,Janesville,Wisconsin,53545,(608) 352-7125,http://www.threepillarswm.com/,"https://www.google.com/maps/place/Three+Pillars+Wealth+Management/@42.683097,-89.020023,14z/data=!4m8!1m2!2m1!1sThree+Pillars+Wealth+Management!3m4!1s0x8806198ca1e93b5f:0x2d1771d3d2cc3b5b!8m2!3d42.683097!4d-89.020023",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsZxYSmcuo6mxyh0SVSIilJFyG8oOcvTr7dE1zCtGe7Iebv4nGdiihewdjHAVbETanjqVMdPA2zeQBKH4D2xedpU2JvSBA_Q8bC1fThJBEnUDJUNzRrrSlo2f9yhea_7x3I14=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: Closed","Investment Management,Wealth Management",,Financial Planning,,,,,,,,Active,4/19/2026,42.6830970,-89.0200230,,English
Alt Tax & Financial Services Inc,alt-tax-financial-services-inc-janesville-wi,"Alt Tax & Financial Services in Janesville, Wisconsin offers tax planning, retirement and investment strategy guidance, estate planning, and risk management services. The firm, founded in 1975 by Dennis Alt, includes enrolled agents and tax advisors affiliated with Avantax who address topics ranging from early retirement feasibility and college savings to life insurance and estate conservation. The team emphasizes a collaborative approach tailored to individual client circumstances and has served clients with similar financial planning concerns.",1101 Joliet St,Janesville,Wisconsin,53546,(608) 756-5919,http://alttax.net/,"https://www.google.com/maps/place/Alt+Tax+%26+Financial+Services+Inc/@42.6567769,-89.03234909999999,14z/data=!4m8!1m2!2m1!1sAlt+Tax+%26+Financial+Services+Inc!3m4!1s0x88061971800ee815:0xbc1b4bf2bc612987!8m2!3d42.6567769!4d-89.03234909999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9-XRzZAsHRIULo2DfmQAmpyYYWx3hziePXrqCEmEBtxbXfyx3Xr8sOcDmav6ssCS0dNyKuF92-_MP4IbQ7e9Xdlmc-yaXxO8D3we03_4MJADiN-nD9RKlMeBMyDm8TReRmnfW=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM, Saturday: Closed",,,Tax Planning,,,,,,4.8,14,Active,4/19/2026,42.6567769,-89.0323491,,English
Terrapin Wealth Management of Wells Fargo Advisors Financial Network,terrapin-wealth-management-of-wells-fargo-advisors-financial-network-janesville-wi,"Terrapin Wealth Management, operating under the Wells Fargo Advisors Financial Network in Janesville, Wisconsin, provides financial planning and investment management services to clients. The firm structures its advisory relationships around personalized financial strategies and ongoing client relationships.",20 E Milwaukee St # 300,Janesville,Wisconsin,53545,(608) 322-5652,http://www.terrapinwealthmanagement.com/,"https://www.google.com/maps/place/Terrapin+Wealth+Management+of+Wells+Fargo+Advisors+Financial+Network/@42.682720499999995,-89.02278079999999,14z/data=!4m8!1m2!2m1!1sTerrapin+Wealth+Management+of+Wells+Fargo+Advisors+Financial+Network!3m4!1s0x8806196dc17edec3:0xb5d347d3d755e38f!8m2!3d42.682720499999995!4d-89.02278079999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE97B46_JNwf006Ez7TLqGbSm6EhkTaxVuERNbcN9jcle819rX3bqNnRvtBq2ZcZwwjNbBGrnwewYViOSI_zk0X6QTn5DmnnTe5jWTSBMbxTc25L-Mz4qz-epvoWwng7oSW0fFSXw=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-3PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",Wirehouse,,,,,,,Active,4/19/2026,42.6827205,-89.0227808,,English
